Company,Industry,Region,Founded_Year,Year,Revenue_USD,Expenses_USD,Profit_USD,Churn_Rate,Customer_Count,ARPU_USD,Market_Share_Percent
Patterson-Thornton,FinTech,Asia,2018,2022,104615552.6,77301439.16,27314113.44,0.136,43874,2384.45,6.0
Patterson-Thornton,FinTech,Asia,2018,2023,152131218.19,118420194.9,33711023.29,0.0469,29831,5099.77,7.0
Patterson-Thornton,FinTech,Asia,2018,2024,125341601.82,100166570.84,25175030.99,0.0184,38443,3260.45,8.74
Poole-Williams,CRM,South America,2001,2020,92571555.36,60770255.14,31801300.22,0.0755,33284,2781.26,13.34
Poole-Williams,CRM,South America,2001,2021,191218996.65,161551569.51,29667427.14,0.2043,43520,4393.82,8.31
Poole-Williams,CRM,South America,2001,2022,19223378.46,12752429.51,6470948.95,0.0994,15663,1227.31,10.47
Poole-Williams,CRM,South America,2001,2023,11659149.17,8313451.47,3345697.7,0.2409,10903,1069.35,10.28
Poole-Williams,CRM,South America,2001,2024,17073910.18,14350327.25,2723582.93,0.1288,48327,353.3,7.79
Arnold PLC,HealthTech,South America,2018,2020,165286831.25,105638728.37,59648102.88,0.1727,27572,5994.73,4.08
Arnold PLC,HealthTech,South America,2018,2021,175968737.3,144113188.69,31855548.6,0.168,48456,3631.52,2.44
Arnold PLC,HealthTech,South America,2018,2022,33759220.86,21389962.23,12369258.63,0.0673,27292,1236.96,10.23
Arnold PLC,HealthTech,South America,2018,2023,124485052.89,99723314.72,24761738.17,0.0481,49874,2495.99,14.42
Arnold PLC,HealthTech,South America,2018,2024,94163061.74,80191955.69,13971106.04,0.0112,3719,25319.46,5.09
"Proctor, Brady and Taylor",EdTech,Europe,2006,2020,33830459.42,27984109.79,5846349.62,0.2097,27588,1226.27,3.95
"Proctor, Brady and Taylor",EdTech,Europe,2006,2021,40240307.19,21473808.95,18766498.24,0.0883,35832,1123.03,1.83
"Proctor, Brady and Taylor",EdTech,Europe,2006,2022,76585681.67,38570767.35,38014914.32,0.2065,2007,38159.28,1.69
"Proctor, Brady and Taylor",EdTech,Europe,2006,2023,152683524.7,109398757.96,43284766.73,0.2411,2435,62703.71,9.53
"Proctor, Brady and Taylor",EdTech,Europe,2006,2024,186541564.89,100919712.48,85621852.42,0.2349,19271,9679.91,11.59
Terrell-Singh,E-Commerce,Europe,2003,2020,61590786.26,48242143.43,13348642.83,0.0262,9073,6788.36,7.16
Terrell-Singh,E-Commerce,Europe,2003,2021,13468251.19,7136526.87,6331724.32,0.2146,24821,542.62,14.6
Terrell-Singh,E-Commerce,Europe,2003,2022,193837815.35,155043257.01,38794558.34,0.0412,36196,5355.23,5.82
Terrell-Singh,E-Commerce,Europe,2003,2023,14993976.63,12424086.69,2569889.94,0.0992,28570,524.82,3.86
Terrell-Singh,E-Commerce,Europe,2003,2024,2203837.01,1242028.13,961808.88,0.1224,15288,144.15,1.62
Avila-Edwards,Cybersecurity,North America,2008,2020,34397516.6,28134548.16,6262968.44,0.1765,24411,1409.1,12.62
Avila-Edwards,Cybersecurity,North America,2008,2021,155018910.44,91774523.74,63244386.71,0.0415,45413,3413.54,2.35
Avila-Edwards,Cybersecurity,North America,2008,2022,87602290.61,76866311.73,10735978.88,0.1107,29602,2959.34,14.47
Avila-Edwards,Cybersecurity,North America,2008,2023,152498627.53,103229295.45,49269332.08,0.0849,13857,11005.17,13.42
Avila-Edwards,Cybersecurity,North America,2008,2024,47531011.97,27817138.88,19713873.09,0.0175,42752,1111.78,10.75
Mayer Ltd,CRM,Asia,2017,2020,173142933.47,119344647.29,53798286.18,0.2424,40341,4291.98,3.14
Mayer Ltd,CRM,Asia,2017,2021,20050569.1,11257657.0,8792912.11,0.1189,21017,954.02,11.44
Mayer Ltd,CRM,Asia,2017,2022,125991623.68,69610113.94,56381509.75,0.0178,45859,2747.37,14.52
Mayer Ltd,CRM,Asia,2017,2023,38720857.19,26517549.87,12203307.31,0.0103,12536,3088.77,9.15
Mayer Ltd,CRM,Asia,2017,2024,51012911.21,36900958.04,14111953.17,0.0641,6109,8350.45,4.96
Jones-Fisher,CRM,North America,2001,2020,159916701.93,99811175.31,60105526.61,0.1193,37935,4215.55,7.02
Jones-Fisher,CRM,North America,2001,2021,136730412.02,89998422.93,46731989.09,0.2439,42125,3245.83,4.45
Jones-Fisher,CRM,North America,2001,2022,139606413.45,117834647.93,21771765.53,0.1972,31087,4490.83,10.89
Jones-Fisher,CRM,North America,2001,2023,150334004.54,83941822.17,66392182.37,0.0347,39559,3800.25,0.37
Jones-Fisher,CRM,North America,2001,2024,97506563.55,56957467.65,40549095.9,0.093,10127,9628.38,0.25
"Lopez, Proctor and Bailey",Cybersecurity,South America,2000,2020,104506905.39,55926515.06,48580390.33,0.0942,24116,4333.51,1.27
"Lopez, Proctor and Bailey",Cybersecurity,South America,2000,2021,80590808.69,44573672.32,36017136.37,0.1462,11361,7093.64,12.03
"Lopez, Proctor and Bailey",Cybersecurity,South America,2000,2022,41629748.36,23603777.28,18025971.08,0.0351,7090,5871.61,1.95
"Lopez, Proctor and Bailey",Cybersecurity,South America,2000,2023,179451817.93,132419408.5,47032409.43,0.158,27015,6642.67,4.55
"Lopez, Proctor and Bailey",Cybersecurity,South America,2000,2024,187169959.43,164511198.78,22658760.65,0.1601,26683,7014.58,5.16
"Copeland, Thomas and Johnson",FinTech,Europe,2006,2020,132842383.42,95806004.11,37036379.31,0.1534,17405,7632.43,6.84
"Copeland, Thomas and Johnson",FinTech,Europe,2006,2021,129428383.65,91966770.05,37461613.6,0.1856,47026,2752.27,10.9
"Copeland, Thomas and Johnson",FinTech,Europe,2006,2022,119469172.37,90810629.45,28658542.91,0.125,18650,6405.85,3.37
"Copeland, Thomas and Johnson",FinTech,Europe,2006,2023,195221320.65,123918356.88,71302963.77,0.0537,45662,4275.36,6.56
"Copeland, Thomas and Johnson",FinTech,Europe,2006,2024,10645008.23,6010906.34,4634101.89,0.015,17082,623.17,3.5
"Patrick, Sloan and Mckenzie",AI/ML,Australia,2008,2020,99668815.66,53084667.3,46584148.37,0.1068,46500,2143.42,1.18
"Patrick, Sloan and Mckenzie",AI/ML,Australia,2008,2021,8069195.44,4866315.15,3202880.28,0.121,8005,1008.02,14.42
"Patrick, Sloan and Mckenzie",AI/ML,Australia,2008,2022,84349658.5,70727029.8,13622628.69,0.1609,26963,3128.35,11.54
"Patrick, Sloan and Mckenzie",AI/ML,Australia,2008,2023,101959286.61,73137456.82,28821829.8,0.1334,7563,13481.33,0.54
"Patrick, Sloan and Mckenzie",AI/ML,Australia,2008,2024,80312003.63,59629693.88,20682309.75,0.1535,12171,6598.64,6.38
"Bush, Page and Newton",Cybersecurity,Australia,2009,2020,198442396.64,121752707.5,76689689.14,0.0962,49364,4019.98,7.04
"Bush, Page and Newton",Cybersecurity,Australia,2009,2021,167527616.63,99564483.32,67963133.31,0.1962,27723,6042.91,13.64
"Bush, Page and Newton",Cybersecurity,Australia,2009,2022,37577255.56,22359118.27,15218137.29,0.2431,34142,1100.62,6.25
"Bush, Page and Newton",Cybersecurity,Australia,2009,2023,15688291.66,10587497.08,5100794.58,0.0334,30052,522.04,6.74
"Bush, Page and Newton",Cybersecurity,Australia,2009,2024,103933836.08,66901518.89,37032317.19,0.1523,46893,2216.4,9.82
Clark-Wallace,EdTech,Europe,2001,2020,171881278.28,86561502.1,85319776.18,0.1512,21939,7834.51,2.05
Clark-Wallace,EdTech,Europe,2001,2021,194024566.93,132230811.16,61793755.77,0.0667,45738,4242.09,6.69
Clark-Wallace,EdTech,Europe,2001,2022,67516093.87,45877930.46,21638163.41,0.1707,20816,3243.47,6.52
Clark-Wallace,EdTech,Europe,2001,2023,51245425.97,38273056.08,12972369.9,0.1796,17959,2853.47,5.45
Clark-Wallace,EdTech,Europe,2001,2024,77113000.8,57234446.18,19878554.63,0.0956,16563,4655.74,7.17
Becker-Sullivan,AI/ML,South America,2016,2020,141666347.63,96127340.16,45539007.48,0.2174,19309,7336.8,3.17
Becker-Sullivan,AI/ML,South America,2016,2021,24160084.64,14686911.7,9473172.94,0.0237,48614,496.98,3.54
Becker-Sullivan,AI/ML,South America,2016,2022,12235973.77,9250410.69,2985563.08,0.0639,11724,1043.67,14.01
Becker-Sullivan,AI/ML,South America,2016,2023,64598908.79,45406180.45,19192728.34,0.02,42235,1529.51,14.8
Becker-Sullivan,AI/ML,South America,2016,2024,193093501.89,96928302.23,96165199.66,0.2384,24857,7768.17,14.6
Roberts-Moody,EdTech,Asia,2006,2020,92038491.42,65001117.97,27037373.45,0.1273,41363,2225.14,8.03
Roberts-Moody,EdTech,Asia,2006,2021,26896819.34,14876250.5,12020568.84,0.0445,2969,9059.22,3.11
Roberts-Moody,EdTech,Asia,2006,2022,135339621.8,120176822.7,15162799.1,0.0325,43759,3092.84,2.43
Roberts-Moody,EdTech,Asia,2006,2023,48443136.08,42888584.73,5554551.35,0.0713,49320,982.22,12.59
Roberts-Moody,EdTech,Asia,2006,2024,189033615.46,146179545.74,42854069.71,0.1293,16504,11453.81,12.48
Lee-Bowers,HealthTech,Europe,2014,2020,114980729.83,58887935.44,56092794.4,0.2334,31659,3631.85,10.18
Lee-Bowers,HealthTech,Europe,2014,2021,44703680.17,34133682.22,10569997.95,0.1045,14380,3108.74,8.7
Lee-Bowers,HealthTech,Europe,2014,2022,71017586.11,40033677.0,30983909.11,0.1552,6704,10593.32,13.01
Lee-Bowers,HealthTech,Europe,2014,2023,198680713.6,159137510.72,39543202.88,0.0317,20614,9638.14,11.1
Lee-Bowers,HealthTech,Europe,2014,2024,175946081.14,116415802.9,59530278.24,0.0885,27213,6465.52,6.63
Medina PLC,EdTech,Asia,2001,2020,152932456.69,125270868.86,27661587.82,0.1145,39218,3899.55,5.7
Medina PLC,EdTech,Asia,2001,2021,60780116.36,46170391.5,14609724.87,0.0888,24616,2469.13,5.56
Medina PLC,EdTech,Asia,2001,2022,80442192.94,62599059.36,17843133.58,0.1033,39360,2043.75,8.99
Medina PLC,EdTech,Asia,2001,2023,110046003.92,74585635.9,35460368.02,0.0135,45298,2429.38,9.09
Medina PLC,EdTech,Asia,2001,2024,134306134.11,100433608.45,33872525.66,0.1212,42986,3124.42,8.18
"Ibarra, Fisher and Michael",CRM,North America,2007,2020,104778193.46,72472221.32,32305972.14,0.0162,2177,48129.62,1.72
"Ibarra, Fisher and Michael",CRM,North America,2007,2021,31500387.48,22385735.21,9114652.27,0.0691,47819,658.74,9.16
"Ibarra, Fisher and Michael",CRM,North America,2007,2022,153446885.79,126623494.81,26823390.98,0.1823,14178,10822.89,7.87
"Ibarra, Fisher and Michael",CRM,North America,2007,2023,164833896.93,110825219.5,54008677.43,0.2252,28764,5730.56,13.48
"Ibarra, Fisher and Michael",CRM,North America,2007,2024,50209494.72,43723121.79,6486372.93,0.0245,14076,3567.03,7.24
Burton Inc,E-Commerce,Asia,2018,2020,22081324.03,15332138.72,6749185.32,0.0716,29211,755.92,10.08
Burton Inc,E-Commerce,Asia,2018,2021,186061963.73,132644334.07,53417629.66,0.1494,43641,4263.47,6.06
Burton Inc,E-Commerce,Asia,2018,2022,195391597.26,162032312.92,33359284.34,0.1354,35054,5574.02,10.25
Burton Inc,E-Commerce,Asia,2018,2023,37924792.84,26929081.44,10995711.41,0.1802,19743,1920.92,11.92
Burton Inc,E-Commerce,Asia,2018,2024,38675232.42,33535332.54,5139899.88,0.1119,13149,2941.31,12.11
"Weaver, Harris and Robinson",Cybersecurity,South America,2000,2020,75954917.24,53973539.71,21981377.53,0.037,23668,3209.18,9.06
"Weaver, Harris and Robinson",Cybersecurity,South America,2000,2021,164199394.17,140174163.32,24025230.84,0.0647,38384,4277.81,9.73
"Weaver, Harris and Robinson",Cybersecurity,South America,2000,2022,36605141.68,23585022.51,13020119.17,0.2274,7295,5017.84,5.37
"Weaver, Harris and Robinson",Cybersecurity,South America,2000,2023,48900370.68,39717380.15,9182990.53,0.076,37451,1305.72,6.41
"Weaver, Harris and Robinson",Cybersecurity,South America,2000,2024,134174880.06,72214815.74,61960064.32,0.1597,4040,33211.6,6.42
Anderson PLC,E-Commerce,North America,2004,2020,35266813.13,28028282.03,7238531.1,0.2171,18014,1957.74,8.08
Anderson PLC,E-Commerce,North America,2004,2021,37332301.12,23329280.3,14003020.82,0.0653,41390,901.96,8.25
Anderson PLC,E-Commerce,North America,2004,2022,47925525.03,31456512.55,16469012.48,0.1527,8421,5691.19,2.21
Anderson PLC,E-Commerce,North America,2004,2023,56358970.29,41639064.93,14719905.37,0.1722,33117,1701.81,6.74
Anderson PLC,E-Commerce,North America,2004,2024,145454336.58,73647666.85,71806669.73,0.0919,39467,3685.47,10.89
Davis-Vance,E-Commerce,Asia,2009,2020,181293908.88,146675672.18,34618236.7,0.0736,47820,3791.17,13.42
Davis-Vance,E-Commerce,Asia,2009,2021,39989730.29,25167481.77,14822248.53,0.0644,3472,11517.78,9.3
Davis-Vance,E-Commerce,Asia,2009,2022,89597167.42,74611615.16,14985552.26,0.1707,3475,25783.36,3.58
Davis-Vance,E-Commerce,Asia,2009,2023,108922359.09,92805295.71,16117063.38,0.1662,41747,2609.11,4.93
Davis-Vance,E-Commerce,Asia,2009,2024,67934378.79,52159661.56,15774717.23,0.2486,20201,3362.92,5.51
Larson and Sons,FinTech,South America,2002,2020,146668801.03,100626860.27,46041940.76,0.0244,45843,3199.37,1.42
Larson and Sons,FinTech,South America,2002,2021,192409815.72,145073926.0,47335889.72,0.1912,29982,6417.51,8.08
Larson and Sons,FinTech,South America,2002,2022,21141937.03,14379654.1,6762282.93,0.1915,30328,697.11,4.58
Larson and Sons,FinTech,South America,2002,2023,196284802.12,135427605.55,60857196.57,0.1018,8446,23239.97,6.05
Larson and Sons,FinTech,South America,2002,2024,32178370.64,28863786.11,3314584.53,0.2325,42323,760.3,3.73
Carroll Group,EdTech,Europe,2019,2020,125469966.22,67207958.91,58262007.32,0.1913,12023,10435.83,7.65
Carroll Group,EdTech,Europe,2019,2021,33542196.08,17617824.27,15924371.82,0.0382,6782,4945.77,4.02
Carroll Group,EdTech,Europe,2019,2022,73307008.68,39223435.38,34083573.3,0.2349,19880,3687.48,4.65
Carroll Group,EdTech,Europe,2019,2023,80602340.38,54719398.75,25882941.63,0.1541,38174,2111.45,2.51
Carroll Group,EdTech,Europe,2019,2024,157682639.44,115082301.73,42600337.71,0.146,25819,6107.23,3.21
"Cain, Williams and Peterson",E-Commerce,Asia,2014,2020,80641397.93,57730616.12,22910781.81,0.1607,12421,6492.34,13.18
"Cain, Williams and Peterson",E-Commerce,Asia,2014,2021,173875224.64,142989796.32,30885428.32,0.1996,30619,5678.67,12.3
"Cain, Williams and Peterson",E-Commerce,Asia,2014,2022,65860539.61,33533389.67,32327149.94,0.0469,8373,7865.82,14.64
"Cain, Williams and Peterson",E-Commerce,Asia,2014,2023,128912471.31,106867436.48,22045034.83,0.0418,30984,4160.61,13.85
"Cain, Williams and Peterson",E-Commerce,Asia,2014,2024,98438259.93,73090523.67,25347736.26,0.1936,15716,6263.57,4.83
"Turner, Scott and Evans",FinTech,Asia,2002,2020,80935279.5,45206367.74,35728911.76,0.0982,49519,1634.43,7.23
"Turner, Scott and Evans",FinTech,Asia,2002,2021,102209295.86,60612212.17,41597083.69,0.0292,24563,4161.11,14.49
"Turner, Scott and Evans",FinTech,Asia,2002,2022,87634579.91,54747640.29,32886939.62,0.1315,36262,2416.71,9.65
"Turner, Scott and Evans",FinTech,Asia,2002,2023,44775560.14,33484739.16,11290820.97,0.166,7610,5883.78,5.86
"Turner, Scott and Evans",FinTech,Asia,2002,2024,113759335.95,65606485.9,48152850.06,0.0608,37618,3024.07,11.34
Stewart-Jordan,Cybersecurity,South America,2014,2020,196768427.2,117209450.77,79558976.43,0.0441,6448,30516.2,11.76
Stewart-Jordan,Cybersecurity,South America,2014,2021,54546707.02,31151981.94,23394725.08,0.176,42568,1281.4,7.69
Stewart-Jordan,Cybersecurity,South America,2014,2022,199345977.06,164577668.0,34768309.06,0.1577,42779,4659.9,2.69
Stewart-Jordan,Cybersecurity,South America,2014,2023,131833287.17,110635332.27,21197954.89,0.1838,43468,3032.88,13.31
Stewart-Jordan,Cybersecurity,South America,2014,2024,91057360.47,52617405.12,38439955.35,0.0983,27715,3285.49,7.28
Anderson-Palmer,EdTech,South America,2006,2020,147255647.35,118941619.73,28314027.63,0.0126,5481,26866.57,2.09
Anderson-Palmer,EdTech,South America,2006,2021,84878963.08,69272700.54,15606262.54,0.1497,25022,3392.17,2.14
Anderson-Palmer,EdTech,South America,2006,2022,107991406.03,63291684.11,44699721.92,0.0129,25817,4182.96,9.48
Anderson-Palmer,EdTech,South America,2006,2023,41373543.0,21756139.89,19617403.11,0.0202,42424,975.24,1.74
Anderson-Palmer,EdTech,South America,2006,2024,110495978.82,75330736.74,35165242.07,0.2126,30300,3646.73,7.37
Tyler LLC,CRM,Australia,2003,2020,173202757.64,103469801.04,69732956.6,0.1664,8394,20634.11,5.7
Tyler LLC,CRM,Australia,2003,2021,80106303.16,54774984.42,25331318.73,0.1984,44404,1804.03,2.08
Tyler LLC,CRM,Australia,2003,2022,22225606.87,16968736.51,5256870.36,0.2363,4631,4799.31,3.89
Tyler LLC,CRM,Australia,2003,2023,168492572.73,86836108.12,81656464.6,0.2264,26364,6391.01,12.39
Tyler LLC,CRM,Australia,2003,2024,100099516.49,65519093.87,34580422.61,0.118,24472,4090.37,9.25
Martin PLC,HealthTech,Asia,2012,2020,31733462.16,25227261.72,6506200.44,0.1329,27724,1144.62,0.81
Martin PLC,HealthTech,Asia,2012,2021,9528325.95,7608205.37,1920120.58,0.1682,29082,327.64,1.16
Martin PLC,HealthTech,Asia,2012,2022,4397478.1,3881216.63,516261.47,0.187,45857,95.9,6.98
Martin PLC,HealthTech,Asia,2012,2023,198334504.96,176180537.39,22153967.56,0.2362,29138,6806.73,6.24
Martin PLC,HealthTech,Asia,2012,2024,110823976.66,92229240.81,18594735.84,0.0265,48241,2297.3,0.41
Powell-French,HealthTech,North America,2015,2020,193636286.9,119701675.33,73934611.57,0.1946,36144,5357.36,5.79
Powell-French,HealthTech,North America,2015,2021,42726077.91,23437585.18,19288492.73,0.1576,27189,1571.45,1.13
Powell-French,HealthTech,North America,2015,2022,192045650.58,132761564.97,59284085.61,0.225,47857,4012.91,12.0
Powell-French,HealthTech,North America,2015,2023,59978763.27,53500344.99,6478418.28,0.1545,43676,1373.27,13.81
Powell-French,HealthTech,North America,2015,2024,105112092.08,78476676.47,26635415.62,0.0476,17905,5870.54,5.14
Castillo-Doyle,HealthTech,North America,2007,2020,120509251.99,64834541.5,55674710.48,0.1002,40896,2946.72,2.54
Castillo-Doyle,HealthTech,North America,2007,2021,56210678.89,48977882.94,7232795.95,0.1722,34453,1631.52,0.29
Castillo-Doyle,HealthTech,North America,2007,2022,198498249.3,152562176.27,45936073.03,0.0861,11736,16913.62,3.95
Castillo-Doyle,HealthTech,North America,2007,2023,109715282.68,82772314.8,26942967.88,0.0631,16997,6454.98,12.65
Castillo-Doyle,HealthTech,North America,2007,2024,146241154.08,118540005.3,27701148.78,0.1675,29927,4886.6,8.22
Lopez-Dyer,AI/ML,Asia,2010,2020,55327597.06,39604738.2,15722858.87,0.1847,14057,3935.95,2.06
Lopez-Dyer,AI/ML,Asia,2010,2021,145744022.18,120546940.39,25197081.79,0.0612,37850,3850.57,2.35
Lopez-Dyer,AI/ML,Asia,2010,2022,69791959.93,46437237.67,23354722.26,0.192,2376,29373.72,7.67
Lopez-Dyer,AI/ML,Asia,2010,2023,60914593.36,44224530.65,16690062.71,0.1753,6926,8795.06,8.7
Lopez-Dyer,AI/ML,Asia,2010,2024,175673411.42,118319592.05,57353819.36,0.0486,37495,4685.25,12.2
Melton LLC,E-Commerce,Europe,2011,2020,145839419.59,130777704.86,15061714.74,0.0338,22727,6417.01,13.21
Melton LLC,E-Commerce,Europe,2011,2021,132196941.93,82540012.45,49656929.48,0.1882,40213,3287.42,9.28
Melton LLC,E-Commerce,Europe,2011,2022,39228897.45,25190986.65,14037910.81,0.1981,20363,1926.48,0.18
Melton LLC,E-Commerce,Europe,2011,2023,152676170.49,78494566.22,74181604.26,0.189,14944,10216.55,14.38
Melton LLC,E-Commerce,Europe,2011,2024,74852268.76,47214763.66,27637505.09,0.0457,6110,12250.78,7.11
"Austin, Wilcox and Chavez",CRM,South America,2018,2020,199274198.85,128994934.07,70279264.78,0.1177,43003,4633.96,11.73
"Austin, Wilcox and Chavez",CRM,South America,2018,2021,45007401.34,24984920.89,20022480.46,0.1691,14109,3189.98,10.46
"Austin, Wilcox and Chavez",CRM,South America,2018,2022,2637216.19,1972204.51,665011.68,0.0953,34848,75.68,5.88
"Austin, Wilcox and Chavez",CRM,South America,2018,2023,81660770.69,69387564.2,12273206.49,0.1324,4586,17806.54,1.07
"Austin, Wilcox and Chavez",CRM,South America,2018,2024,116836789.91,84659217.69,32177572.22,0.1446,12005,9732.34,7.35
Wheeler-Alexander,FinTech,Australia,2017,2020,121224837.52,61724429.29,59500408.23,0.0873,4390,27613.86,1.25
Wheeler-Alexander,FinTech,Australia,2017,2021,13593083.99,8613873.81,4979210.18,0.1984,38861,349.79,3.23
Wheeler-Alexander,FinTech,Australia,2017,2022,165375872.2,117105736.18,48270136.02,0.0996,6469,25564.36,4.99
Wheeler-Alexander,FinTech,Australia,2017,2023,87935834.5,47084378.34,40851456.16,0.0629,20194,4354.55,12.04
Wheeler-Alexander,FinTech,Australia,2017,2024,153784527.75,122019769.46,31764758.29,0.0819,13448,11435.49,6.38
"Frederick, Green and Reed",E-Commerce,Europe,2003,2020,100240944.05,57267750.25,42973193.8,0.1746,31254,3207.3,12.61
"Frederick, Green and Reed",E-Commerce,Europe,2003,2021,77998924.48,56841631.08,21157293.4,0.1511,31268,2494.53,14.7
"Frederick, Green and Reed",E-Commerce,Europe,2003,2022,34728233.97,27091522.54,7636711.43,0.1506,33373,1040.61,4.17
"Frederick, Green and Reed",E-Commerce,Europe,2003,2023,104579595.72,64786037.74,39793557.97,0.2358,18833,5553.0,12.81
"Frederick, Green and Reed",E-Commerce,Europe,2003,2024,46657183.33,30362892.98,16294290.35,0.1208,43963,1061.28,12.06
"Johnson, Chapman and Howard",CRM,South America,2009,2020,187595952.25,146776499.35,40819452.91,0.1615,30309,6189.45,10.95
